word	rank	source_rank	zipf	score
недолог	210441	221484	2.1	0.157143
недоставать	210442	221485	2.1	0.157143
неживая	210443	221486	2.1	0.157143
нежина	210444	221487	2.1	0.157143
незапертой	210445	221488	2.1	0.157143
незаурядными	210446	221489	2.1	0.157143
незначительность	210447	221490	2.1	0.157143
неизведанный	210448	221491	2.1	0.157143
неизлечимый	210449	221492	2.1	0.157143
неинтересных	210450	221493	2.1	0.157143
нейробиологи	210451	221494	2.1	0.157143
некляев	210452	221495	2.1	0.157143
некрасив	210453	221496	2.1	0.157143
некрасивыми	210454	221497	2.1	0.157143
некурящий	210455	221498	2.1	0.157143
нелегких	210456	221499	2.1	0.157143
нелюбин	210457	221500	2.1	0.157143
немаловажной	210458	221501	2.1	0.157143
немытая	210459	221502	2.1	0.157143
необъективности	210460	221503	2.1	0.157143
неодинаковые	210461	221504	2.1	0.157143
неожиданна	210462	221505	2.1	0.157143
неоклассики	210463	221506	2.1	0.157143
неоконченные	210464	221507	2.1	0.157143
неолиберализма	210465	221508	2.1	0.157143
неонацистских	210466	221509	2.1	0.157143
неофашизма	210467	221510	2.1	0.157143
неофитов	210468	221511	2.1	0.157143
непобедимое	210469	221512	2.1	0.157143
неповторимыми	210470	221513	2.1	0.157143
неподконтрольные	210471	221514	2.1	0.157143
непредвзятый	210472	221515	2.1	0.157143
непреклонной	210473	221516	2.1	0.157143
непременное	210474	221517	2.1	0.157143
непригодный	210475	221518	2.1	0.157143
непримиримо	210476	221519	2.1	0.157143
непромокаемый	210477	221520	2.1	0.157143
непрофессионального	210478	221521	2.1	0.157143
непрямым	210479	221522	2.1	0.157143
неразумная	210480	221523	2.1	0.157143
нерву	210481	221524	2.1	0.157143
несбыточных	210482	221525	2.1	0.157143
несвежие	210483	221526	2.1	0.157143
несвежий	210484	221527	2.1	0.157143
несвободной	210485	221528	2.1	0.157143
несимметричный	210486	221529	2.1	0.157143
нескромным	210487	221530	2.1	0.157143
несогласный	210488	221531	2.1	0.157143
неспешной	210489	221532	2.1	0.157143
нестабильном	210490	221533	2.1	0.157143
нестандартную	210491	221534	2.1	0.157143
несуществующими	210492	221535	2.1	0.157143
нетерпимым	210493	221536	2.1	0.157143
неточностями	210494	221537	2.1	0.157143
нетрезвая	210495	221538	2.1	0.157143
неуважительным	210496	221539	2.1	0.157143
неудавшимся	210497	221540	2.1	0.157143
неудобством	210498	221541	2.1	0.157143
неумно	210499	221542	2.1	0.157143
нефритового	210500	221543	2.1	0.157143
нефритовые	210501	221544	2.1	0.157143
нефтегазоносные	210502	221545	2.1	0.157143
нефтеналивных	210503	221546	2.1	0.157143
нечай	210504	221547	2.1	0.157143
нигеров	210505	221548	2.1	0.157143
нижнеудинска	210506	221549	2.1	0.157143
низкомолекулярных	210507	221550	2.1	0.157143
низкотемпературных	210508	221551	2.1	0.157143
никишина	210509	221552	2.1	0.157143
нитрит	210510	221553	2.1	0.157143
ничейная	210511	221554	2.1	0.157143
ничейном	210512	221555	2.1	0.157143
нобуо	210513	221556	2.1	0.157143
новокаин	210514	221557	2.1	0.157143
номерными	210515	221558	2.1	0.157143
номинировалась	210516	221559	2.1	0.157143
норвежка	210517	221560	2.1	0.157143
норвежцем	210518	221561	2.1	0.157143
нормандские	210519	221562	2.1	0.157143
нормативному	210520	221563	2.1	0.157143
нотную	210521	221564	2.1	0.157143
нро	210522	221565	2.1	0.157143
ныряльщиков	210523	221566	2.1	0.157143
ныряния	210524	221567	2.1	0.157143
нытьем	210525	221568	2.1	0.157143
нянюшка	210526	221569	2.1	0.157143
обалденное	210527	221570	2.1	0.157143
обветшали	210528	221571	2.1	0.157143
обвинявшихся	210529	221572	2.1	0.157143
обвиняло	210530	221573	2.1	0.157143
обворовывать	210531	221574	2.1	0.157143
обгорело	210532	221575	2.1	0.157143
обедни	210533	221576	2.1	0.157143
обезжиренным	210534	221577	2.1	0.157143
обезумевшей	210535	221578	2.1	0.157143
обеспеченностью	210536	221579	2.1	0.157143
обеспечившая	210537	221580	2.1	0.157143
обесценить	210538	221581	2.1	0.157143
обжигаясь	210539	221582	2.1	0.157143
обит	210540	221583	2.1	0.157143
обладанию	210541	221584	2.1	0.157143
облачился	210542	221585	2.1	0.157143
облегающее	210543	221586	2.1	0.157143
облизывая	210544	221587	2.1	0.157143
облитый	210545	221588	2.1	0.157143
облиться	210546	221589	2.1	0.157143
облицовке	210547	221590	2.1	0.157143
обменным	210548	221591	2.1	0.157143
обмеры	210549	221592	2.1	0.157143
обмывать	210550	221593	2.1	0.157143
обнадеживают	210551	221594	2.1	0.157143
обналичили	210552	221595	2.1	0.157143
обобщенной	210553	221596	2.1	0.157143
обозлился	210554	221597	2.1	0.157143
обозначаемый	210555	221598	2.1	0.157143
обозначилось	210556	221599	2.1	0.157143
оборонными	210557	221600	2.1	0.157143
обосновавшихся	210558	221601	2.1	0.157143
обосновываются	210559	221602	2.1	0.157143
обособленности	210560	221603	2.1	0.157143
обоссать	210561	221604	2.1	0.157143
образованнее	210562	221605	2.1	0.157143
обуздывать	210563	221606	2.1	0.157143
обшитые	210564	221607	2.1	0.157143
общемировые	210565	221608	2.1	0.157143
общинников	210566	221609	2.1	0.157143
общительности	210567	221610	2.1	0.157143
обыграна	210568	221611	2.1	0.157143
обязуемся	210569	221612	2.1	0.157143
оглохли	210570	221613	2.1	0.157143
оговаривались	210571	221614	2.1	0.157143
одеждами	210572	221615	2.1	0.157143
одеялко	210573	221616	2.1	0.157143
одичавших	210574	221617	2.1	0.157143
однодворцев	210575	221618	2.1	0.157143
однозначность	210576	221619	2.1	0.157143
одноклубнику	210577	221620	2.1	0.157143
однообразен	210578	221621	2.1	0.157143
озабоченно	210579	221622	2.1	0.157143
озарила	210580	221623	2.1	0.157143
озвучивается	210581	221624	2.1	0.157143
озерск	210582	221625	2.1	0.157143
озимый	210583	221626	2.1	0.157143
окаменевших	210584	221627	2.1	0.157143
окендо	210585	221628	2.1	0.157143
оккупирует	210586	221629	2.1	0.157143
околоземных	210587	221630	2.1	0.157143
околоушной	210588	221631	2.1	0.157143
окольный	210589	221632	2.1	0.157143
окрашенную	210590	221633	2.1	0.157143
окрик	210591	221634	2.1	0.157143
олдриджа	210592	221635	2.1	0.157143
оледенений	210593	221636	2.1	0.157143
олигархию	210594	221637	2.1	0.157143
олигоцен	210595	221638	2.1	0.157143
олифант	210596	221639	2.1	0.157143
олонецкая	210597	221640	2.1	0.157143
олссон	210598	221641	2.1	0.157143
олт	210599	221642	2.1	0.157143
ольгинского	210600	221643	2.1	0.157143
омикрон	210601	221644	2.1	0.157143
онии	210602	221645	2.1	0.157143
онон	210603	221646	2.1	0.157143
оным	210604	221647	2.1	0.157143
опережающим	210605	221648	2.1	0.157143
описательный	210606	221649	2.1	0.157143
описываемая	210607	221650	2.1	0.157143
оплаченное	210608	221651	2.1	0.157143
оплачивался	210609	221652	2.1	0.157143
оправданны	210610	221653	2.1	0.157143
оправдываете	210611	221654	2.1	0.157143
оптимизированный	210612	221655	2.1	0.157143
оптимистичное	210613	221656	2.1	0.157143
опущение	210614	221657	2.1	0.157143
опущенная	210615	221658	2.1	0.157143
опят	210616	221659	2.1	0.157143
организаторскую	210617	221660	2.1	0.157143
организующие	210618	221661	2.1	0.157143
ордынка	210619	221662	2.1	0.157143
ореховом	210620	221663	2.1	0.157143
оригиналам	210621	221664	2.1	0.157143
орнитологов	210622	221665	2.1	0.157143
ортогональной	210623	221666	2.1	0.157143
орущий	210624	221667	2.1	0.157143
осанке	210625	221668	2.1	0.157143
осветят	210626	221669	2.1	0.157143
освободишь	210627	221670	2.1	0.157143
освобождаю	210628	221671	2.1	0.157143
осилили	210629	221672	2.1	0.157143
оскверняют	210630	221673	2.1	0.157143
ослабели	210631	221674	2.1	0.157143
осматриваем	210632	221675	2.1	0.157143
оснащенную	210633	221676	2.1	0.157143
оставленному	210634	221677	2.1	0.157143
останин	210635	221678	2.1	0.157143
останцы	210636	221679	2.1	0.157143
остера	210637	221680	2.1	0.157143
острейшего	210638	221681	2.1	0.157143
осыпались	210639	221682	2.1	0.157143
осьминожка	210640	221683	2.1	0.157143
отважное	210641	221684	2.1	0.157143
отварное	210642	221685	2.1	0.157143
отвечающем	210643	221686	2.1	0.157143
отгоняли	210644	221687	2.1	0.157143
отдаления	210645	221688	2.1	0.157143
отделяло	210646	221689	2.1	0.157143
отз	210647	221690	2.1	0.157143
отзывчивых	210648	221691	2.1	0.157143
отклонит	210649	221692	2.1	0.157143
отколоть	210650	221693	2.1	0.157143
отлаженной	210651	221694	2.1	0.157143
отлетели	210652	221695	2.1	0.157143
отличавшейся	210653	221696	2.1	0.157143
отложились	210654	221697	2.1	0.157143
отлучке	210655	221698	2.1	0.157143
отмашки	210656	221699	2.1	0.157143
отмести	210657	221700	2.1	0.157143
отметившего	210658	221701	2.1	0.157143
отмечавших	210659	221702	2.1	0.157143
отнеся	210660	221703	2.1	0.157143
отодвинуться	210661	221704	2.1	0.157143
отошлю	210662	221705	2.1	0.157143
отпадение	210663	221706	2.1	0.157143
отпечатались	210664	221707	2.1	0.157143
отражающиеся	210665	221708	2.1	0.157143
отразивший	210666	221709	2.1	0.157143
отремонтированной	210667	221710	2.1	0.157143
отрешение	210668	221711	2.1	0.157143
отслеживанием	210669	221712	2.1	0.157143
отсохнет	210670	221713	2.1	0.157143
отстраненные	210671	221714	2.1	0.157143
отстраненных	210672	221715	2.1	0.157143
отстраняться	210673	221716	2.1	0.157143
отступавших	210674	221717	2.1	0.157143
отступающей	210675	221718	2.1	0.157143
отсутствующими	210676	221719	2.1	0.157143
оттепелей	210677	221720	2.1	0.157143
оттянуться	210678	221721	2.1	0.157143
отчисляли	210679	221722	2.1	0.157143
отчужденности	210680	221723	2.1	0.157143
отымел	210681	221724	2.1	0.157143
оур	210682	221725	2.1	0.157143
охладил	210683	221726	2.1	0.157143
охлаждающую	210684	221727	2.1	0.157143
охотку	210685	221728	2.1	0.157143
охотской	210686	221729	2.1	0.157143
охран	210687	221730	2.1	0.157143
очарователен	210688	221731	2.1	0.157143
очищал	210689	221732	2.1	0.157143
очумел	210690	221733	2.1	0.157143
ошивается	210691	221734	2.1	0.157143
паденье	210692	221735	2.1	0.157143
падуе	210693	221736	2.1	0.157143
пакстон	210694	221737	2.1	0.157143
паланге	210695	221738	2.1	0.157143
палеолитических	210696	221739	2.1	0.157143
палящее	210697	221740	2.1	0.157143
памфлете	210698	221741	2.1	0.157143
памятке	210699	221742	2.1	0.157143
панировке	210700	221743	2.1	0.157143
папен	210701	221744	2.1	0.157143
папуль	210702	221745	2.1	0.157143
парадоксе	210703	221746	2.1	0.157143
параличи	210704	221747	2.1	0.157143
параллелью	210705	221748	2.1	0.157143
парамушир	210706	221749	2.1	0.157143
парение	210707	221750	2.1	0.157143
паркетом	210708	221751	2.1	0.157143
парламентскому	210709	221752	2.1	0.157143
паровозных	210710	221753	2.1	0.157143
парогенератор	210711	221754	2.1	0.157143
пародийных	210712	221755	2.1	0.157143
пассажиропотоков	210713	221757	2.1	0.157143
патлы	210714	221758	2.1	0.157143
патом	210715	221759	2.1	0.157143
патриархальные	210716	221760	2.1	0.157143
патриаршая	210717	221761	2.1	0.157143
патриаршее	210718	221762	2.1	0.157143
патриша	210719	221763	2.1	0.157143
патчей	210720	221764	2.1	0.157143
пахнущей	210721	221765	2.1	0.157143
пацифистом	210722	221766	2.1	0.157143
пашина	210723	221767	2.1	0.157143
пеббл	210724	221768	2.1	0.157143
педофилу	210725	221769	2.1	0.157143
пезды	210726	221770	2.1	0.157143
пельтье	210727	221771	2.1	0.157143
пенелопой	210728	221772	2.1	0.157143
первенством	210729	221773	2.1	0.157143
первоапрельская	210730	221774	2.1	0.157143
первокурсникам	210731	221775	2.1	0.157143
первородство	210732	221776	2.1	0.157143
первосвященники	210733	221777	2.1	0.157143
перебазироваться	210734	221778	2.1	0.157143
перебивайте	210735	221779	2.1	0.157143
переборок	210736	221780	2.1	0.157143
перебранку	210737	221781	2.1	0.157143
перевернутом	210738	221782	2.1	0.157143
перевесил	210739	221783	2.1	0.157143
перевесили	210740	221784	2.1	0.157143
перевязывать	210741	221785	2.1	0.157143
перегиб	210742	221786	2.1	0.157143
перегруженные	210743	221787	2.1	0.157143
перегружено	210744	221788	2.1	0.157143
передающаяся	210745	221789	2.1	0.157143
передающую	210746	221790	2.1	0.157143
переделав	210747	221791	2.1	0.157143
передозировкой	210748	221792	2.1	0.157143
передышкой	210749	221793	2.1	0.157143
перейру	210750	221794	2.1	0.157143
перекинули	210751	221795	2.1	0.157143
перекрывала	210752	221796	2.1	0.157143
перекрытой	210753	221797	2.1	0.157143
переливаться	210754	221798	2.1	0.157143
переломал	210755	221799	2.1	0.157143
перемешивая	210756	221800	2.1	0.157143
переосмысливать	210757	221801	2.1	0.157143
переоценена	210758	221802	2.1	0.157143
переписях	210759	221803	2.1	0.157143
переплюнет	210760	221804	2.1	0.157143
переполняла	210761	221805	2.1	0.157143
перепончатые	210762	221806	2.1	0.157143
переправлено	210763	221807	2.1	0.157143
перепрятать	210764	221808	2.1	0.157143
перерождению	210765	221809	2.1	0.157143
перескажу	210766	221810	2.1	0.157143
пересказывал	210767	221811	2.1	0.157143
перескочил	210768	221812	2.1	0.157143
переснимать	210769	221813	2.1	0.157143
переспросила	210770	221814	2.1	0.157143
переступая	210771	221815	2.1	0.157143
переубедит	210772	221816	2.1	0.157143
переформулировать	210773	221817	2.1	0.157143
периферийными	210774	221818	2.1	0.157143
перманентное	210775	221819	2.1	0.157143
пернул	210776	221820	2.1	0.157143
персиковые	210777	221821	2.1	0.157143
перуанская	210778	221822	2.1	0.157143
перцова	210779	221823	2.1	0.157143
песн	210780	221824	2.1	0.157143
песнопениями	210781	221825	2.1	0.157143
петлюровцы	210782	221826	2.1	0.157143
петрушевская	210783	221827	2.1	0.157143
петушиных	210784	221828	2.1	0.157143
пешковой	210785	221829	2.1	0.157143
пешочком	210786	221830	2.1	0.157143
пикши	210787	221831	2.1	0.157143
пилами	210788	221832	2.1	0.157143
пилату	210789	221833	2.1	0.157143
пионерлагеря	210790	221834	2.1	0.157143
пиппин	210791	221835	2.1	0.157143
пиратскими	210792	221836	2.1	0.157143
пирсов	210793	221837	2.1	0.157143
пируют	210794	221838	2.1	0.157143
писательскому	210795	221839	2.1	0.157143
питьем	210796	221840	2.1	0.157143
плавке	210797	221841	2.1	0.157143
плазменным	210798	221842	2.1	0.157143
плакало	210799	221843	2.1	0.157143
плакату	210800	221844	2.1	0.157143
планировочное	210801	221845	2.1	0.157143
плафона	210802	221846	2.1	0.157143
плетка	210803	221847	2.1	0.157143
плиоцене	210804	221848	2.1	0.157143
пловдива	210805	221849	2.1	0.157143
плотвы	210806	221850	2.1	0.157143
плошай	210807	221851	2.1	0.157143
плюснин	210808	221853	2.1	0.157143
плюшевая	210809	221854	2.1	0.157143
плюшевой	210810	221855	2.1	0.157143
плюшевую	210811	221856	2.1	0.157143
повествовательный	210812	221858	2.1	0.157143
повествовательных	210813	221859	2.1	0.157143
повествуя	210814	221860	2.1	0.157143
повторено	210815	221861	2.1	0.157143
подачками	210816	221862	2.1	0.157143
подведомственны	210817	221863	2.1	0.157143
подготовивший	210818	221864	2.1	0.157143
подзолистых	210819	221865	2.1	0.157143
подкатили	210820	221866	2.1	0.157143
подколенного	210821	221867	2.1	0.157143
подкрепленная	210822	221868	2.1	0.157143
подкрутить	210823	221869	2.1	0.157143
подкупила	210824	221870	2.1	0.157143
подкуплен	210825	221871	2.1	0.157143
подледного	210826	221872	2.1	0.157143
подлили	210827	221873	2.1	0.157143
подмечать	210828	221874	2.1	0.157143
подножью	210829	221875	2.1	0.157143
подогнаны	210830	221876	2.1	0.157143
подотчетны	210831	221877	2.1	0.157143
подпишутся	210832	221878	2.1	0.157143
подпольщикам	210833	221879	2.1	0.157143
подросшие	210834	221880	2.1	0.157143
подруженька	210835	221881	2.1	0.157143
подсемейств	210836	221882	2.1	0.157143
подстерегать	210837	221883	2.1	0.157143
подчинившись	210838	221884	2.1	0.157143
подчиняя	210839	221885	2.1	0.157143
поединкам	210840	221886	2.1	0.157143
поешьте	210841	221887	2.1	0.157143
пожарника	210842	221888	2.1	0.157143
пожирателя	210843	221889	2.1	0.157143
позавтракав	210844	221890	2.1	0.157143
поздоровавшись	210845	221891	2.1	0.157143
поиздевались	210846	221892	2.1	0.157143
показухой	210847	221893	2.1	0.157143
покерных	210848	221894	2.1	0.157143
покладистым	210849	221895	2.1	0.157143
покойтесь	210850	221896	2.1	0.157143
покопавшись	210851	221897	2.1	0.157143
покорением	210852	221898	2.1	0.157143
покорившая	210853	221899	2.1	0.157143
покровки	210854	221900	2.1	0.157143
покровских	210855	221901	2.1	0.157143
полголовы	210856	221902	2.1	0.157143
полдевятого	210857	221903	2.1	0.157143
полдесятка	210858	221904	2.1	0.157143
полемизирует	210859	221905	2.1	0.157143
полированной	210860	221906	2.1	0.157143
полномочному	210861	221907	2.1	0.157143
полотенчик	210862	221908	2.1	0.157143
полотнам	210863	221909	2.1	0.157143
полпреду	210864	221910	2.1	0.157143
полслова	210865	221911	2.1	0.157143
полторанин	210866	221912	2.1	0.157143
полуденное	210867	221913	2.1	0.157143
полупрозрачная	210868	221914	2.1	0.157143
получающей	210869	221915	2.1	0.157143
полюбуюсь	210870	221916	2.1	0.157143
полюшко	210871	221917	2.1	0.157143
полянку	210872	221918	2.1	0.157143
помадка	210873	221919	2.1	0.157143
помалкивают	210874	221920	2.1	0.157143
поместные	210875	221921	2.1	0.157143
помеченный	210876	221922	2.1	0.157143
помогавшего	210877	221923	2.1	0.157143
помогающими	210878	221924	2.1	0.157143
помпеем	210879	221925	2.1	0.157143
помпезности	210880	221926	2.1	0.157143
понуро	210881	221927	2.1	0.157143
попавшееся	210882	221928	2.1	0.157143
попридержать	210883	221929	2.1	0.157143
популизмом	210884	221930	2.1	0.157143
популистов	210885	221931	2.1	0.157143
популярней	210886	221932	2.1	0.157143
поражающим	210887	221933	2.1	0.157143
порази	210888	221934	2.1	0.157143
поразителен	210889	221935	2.1	0.157143
поразмыслил	210890	221936	2.1	0.157143
порезанные	210891	221937	2.1	0.157143
порекомендует	210892	221938	2.1	0.157143
пороговый	210893	221939	2.1	0.157143
порожденная	210894	221940	2.1	0.157143
порядочностью	210895	221941	2.1	0.157143
последи	210896	221942	2.1	0.157143
последовавшую	210897	221943	2.1	0.157143
посрамить	210898	221944	2.1	0.157143
посылаете	210899	221945	2.1	0.157143
потебни	210900	221946	2.1	0.157143
потемки	210901	221947	2.1	0.157143
потерпевшем	210902	221948	2.1	0.157143
потов	210903	221949	2.1	0.157143
потребляемую	210904	221950	2.1	0.157143
потревожу	210905	221951	2.1	0.157143
потрет	210906	221952	2.1	0.157143
потухшего	210907	221953	2.1	0.157143
поучал	210908	221954	2.1	0.157143
похитившего	210909	221955	2.1	0.157143
початки	210910	221956	2.1	0.157143
поэтичный	210911	221957	2.1	0.157143
появ	210912	221958	2.1	0.157143
пояснительную	210913	221959	2.1	0.157143
пояснично	210914	221960	2.1	0.157143
поясничных	210915	221961	2.1	0.157143
правомочности	210916	221963	2.1	0.157143
правомочным	210917	221964	2.1	0.157143
пранк	210918	221965	2.1	0.157143
прародители	210919	221966	2.1	0.157143
пребывающим	210920	221967	2.1	0.157143
прев	210921	221968	2.1	0.157143
превратившиеся	210922	221969	2.1	0.157143
прегрешений	210923	221970	2.1	0.157143
предвещали	210924	221971	2.1	0.157143
предвзятые	210925	221972	2.1	0.157143
предвзятый	210926	221973	2.1	0.157143
предложени	210927	221974	2.1	0.157143
предоставившего	210928	221975	2.1	0.157143
предохраняют	210929	221976	2.1	0.157143
предполагавший	210930	221977	2.1	0.157143
предсказанного	210931	221978	2.1	0.157143
предсказуемых	210932	221979	2.1	0.157143
предстоятели	210933	221980	2.1	0.157143
презираешь	210934	221982	2.1	0.157143
преклонные	210935	221983	2.1	0.157143
пренебрегайте	210936	221984	2.1	0.157143
пренебрежительным	210937	221985	2.1	0.157143
преобразилось	210938	221986	2.1	0.157143
преобразующий	210939	221987	2.1	0.157143
преодолевший	210940	221988	2.1	0.157143
препирательства	210941	221989	2.1	0.157143
преподобные	210942	221990	2.1	0.157143
препятствующей	210943	221991	2.1	0.157143
пресекал	210944	221992	2.1	0.157143
преступать	210945	221993	2.1	0.157143
претерпевала	210946	221994	2.1	0.157143
преуспевающих	210947	221995	2.1	0.157143
приамурский	210948	221996	2.1	0.157143
прибавочной	210949	221997	2.1	0.157143
приближающееся	210950	221998	2.1	0.157143
приборных	210951	221999	2.1	0.157143
приватизированных	210952	222000	2.1	0.157143
привезенное	210953	222001	2.1	0.157143
приветствовалось	210954	222002	2.1	0.157143
привлекающим	210955	222003	2.1	0.157143
привяжу	210956	222004	2.1	0.157143
приграничная	210957	222005	2.1	0.157143
придирался	210958	222006	2.1	0.157143
придуркам	210959	222007	2.1	0.157143
приземистый	210960	222008	2.1	0.157143
призовую	210961	222009	2.1	0.157143
призывавших	210962	222010	2.1	0.157143
приказывая	210963	222012	2.1	0.157143
прикатили	210964	222013	2.1	0.157143
прикованной	210965	222014	2.1	0.157143
прикрепив	210966	222015	2.1	0.157143
прикроешь	210967	222016	2.1	0.157143
приличиях	210968	222017	2.1	0.157143
прилуцкий	210969	222018	2.1	0.157143
примыкающее	210970	222019	2.1	0.157143
приносящим	210971	222020	2.1	0.157143
принявшему	210972	222021	2.1	0.157143
принявшими	210973	222022	2.1	0.157143
приобщается	210974	222023	2.1	0.157143
припоминают	210975	222024	2.1	0.157143
присваивалось	210976	222025	2.1	0.157143
присваиваться	210977	222026	2.1	0.157143
присланной	210978	222027	2.1	0.157143
присланном	210979	222028	2.1	0.157143
прислушаюсь	210980	222029	2.1	0.157143
приспособлению	210981	222030	2.1	0.157143
приспособленное	210982	222031	2.1	0.157143
приспособленном	210983	222032	2.1	0.157143
приставленный	210984	222033	2.1	0.157143
пристраивать	210985	222034	2.1	0.157143
притащился	210986	222035	2.1	0.157143
прихожанином	210987	222036	2.1	0.157143
прихожанка	210988	222037	2.1	0.157143
причалили	210989	222038	2.1	0.157143
причесон	210990	222039	2.1	0.157143
причитал	210991	222040	2.1	0.157143
пришедшем	210992	222042	2.1	0.157143
прищепки	210993	222043	2.1	0.157143
пробегаю	210994	222044	2.1	0.157143
пробитых	210995	222045	2.1	0.157143
пробудилось	210996	222046	2.1	0.157143
провинциала	210997	222047	2.1	0.157143
провоцирующих	210998	222048	2.1	0.157143
прогибом	210999	222049	2.1	0.157143
проглатывать	211000	222050	2.1	0.157143
прогрелся	211001	222051	2.1	0.157143
продающего	211002	222052	2.1	0.157143
проделанных	211003	222053	2.1	0.157143
проектировались	211004	222054	2.1	0.157143
проектировки	211005	222055	2.1	0.157143
проектируемая	211006	222056	2.1	0.157143
проекционные	211007	222057	2.1	0.157143
проекциях	211008	222058	2.1	0.157143
проел	211009	222059	2.1	0.157143
прождала	211010	222060	2.1	0.157143
прозвучавшее	211011	222061	2.1	0.157143
прознал	211012	222062	2.1	0.157143
прозоровского	211013	222063	2.1	0.157143
производственники	211014	222064	2.1	0.157143
проинструктированы	211015	222065	2.1	0.157143
прокатят	211016	222066	2.1	0.157143
прокуратором	211017	222067	2.1	0.157143
прокурорским	211018	222068	2.1	0.157143
пролетала	211019	222069	2.1	0.157143
пролетного	211020	222070	2.1	0.157143
промолчит	211021	222071	2.1	0.157143
промотать	211022	222072	2.1	0.157143
промывали	211023	222073	2.1	0.157143
пронзило	211024	222074	2.1	0.157143
пропеллером	211025	222075	2.1	0.157143
прорвавшихся	211026	222076	2.1	0.157143
прорывной	211027	222077	2.1	0.157143
просвещенная	211028	222078	2.1	0.157143
прославлял	211029	222079	2.1	0.157143
прославляющие	211030	222080	2.1	0.157143
прослушивала	211031	222081	2.1	0.157143
просматриваться	211032	222082	2.1	0.157143
просмотрен	211033	222083	2.1	0.157143
протертые	211034	222084	2.1	0.157143
противотанковым	211035	222085	2.1	0.157143
протираю	211036	222086	2.1	0.157143
протодиакона	211037	222087	2.1	0.157143
протяженные	211038	222088	2.1	0.157143
проулок	211039	222089	2.1	0.157143
прохазка	211040	222090	2.1	0.157143
прохоровкой	211041	222091	2.1	0.157143
прочитавший	211042	222092	2.1	0.157143
прошепчу	211043	222093	2.1	0.157143
прошивке	211044	222094	2.1	0.157143
пружаны	211045	222095	2.1	0.157143
прусско	211046	222096	2.1	0.157143
пряная	211047	222097	2.1	0.157143
птицеводческих	211048	222098	2.1	0.157143
птэ	211049	222099	2.1	0.157143
пугин	211050	222100	2.1	0.157143
пузатые	211051	222101	2.1	0.157143
пузыревский	211052	222102	2.1	0.157143
пузырю	211053	222103	2.1	0.157143
пулев	211054	222104	2.1	0.157143
пульсирующих	211055	222105	2.1	0.157143
пустующую	211056	222106	2.1	0.157143
путана	211057	222107	2.1	0.157143
путинское	211058	222108	2.1	0.157143
пушнина	211059	222109	2.1	0.157143
пчеловодством	211060	222110	2.1	0.157143
пылких	211061	222111	2.1	0.157143
пятерками	211062	222112	2.1	0.157143
рабиндранат	211063	222113	2.1	0.157143
работорговлю	211064	222114	2.1	0.157143
равноценные	211065	222115	2.1	0.157143
равшана	211066	222116	2.1	0.157143
радда	211067	222117	2.1	0.157143
радина	211068	222118	2.1	0.157143
радиокомитета	211069	222119	2.1	0.157143
разбивания	211070	222120	2.1	0.157143
разблокируют	211071	222121	2.1	0.157143
развалина	211072	222122	2.1	0.157143
развилку	211073	222123	2.1	0.157143
развлечении	211074	222124	2.1	0.157143
разводи	211075	222125	2.1	0.157143
развратного	211076	222126	2.1	0.157143
разговорчивым	211077	222127	2.1	0.157143
разгораться	211078	222128	2.1	0.157143
раздач	211079	222129	2.1	0.157143
раздета	211080	222130	2.1	0.157143
раздражающими	211081	222131	2.1	0.157143
раздраженная	211082	222132	2.1	0.157143
раздутой	211083	222133	2.1	0.157143
разжижения	211084	222134	2.1	0.157143
разлито	211085	222135	2.1	0.157143
разлучены	211086	222136	2.1	0.157143
разлучница	211087	222137	2.1	0.157143
разметало	211088	222138	2.1	0.157143
размещала	211089	222139	2.1	0.157143
размываются	211090	222140	2.1	0.157143
разнервничалась	211091	222141	2.1	0.157143
разнорабочие	211092	222142	2.1	0.157143
разностных	211093	222143	2.1	0.157143
разносчика	211094	222144	2.1	0.157143
разогналась	211095	222145	2.1	0.157143
разослало	211096	222146	2.1	0.157143
разочаровываются	211097	222147	2.1	0.157143
разрази	211098	222148	2.1	0.157143
разъединены	211099	222149	2.1	0.157143
районо	211100	222150	2.1	0.157143
райтс	211101	222151	2.1	0.157143
рамонь	211102	222152	2.1	0.157143
рампу	211103	222153	2.1	0.157143
ранч	211104	222154	2.1	0.157143
рапортуют	211105	222155	2.1	0.157143
раскачивают	211106	222156	2.1	0.157143
расквартирован	211107	222157	2.1	0.157143
раскладывали	211108	222158	2.1	0.157143
раскрашивают	211109	222159	2.1	0.157143
распаковки	211110	222160	2.1	0.157143
распечатанные	211111	222161	2.1	0.157143
распинали	211112	222162	2.1	0.157143
расплавленное	211113	222163	2.1	0.157143
расположатся	211114	222164	2.1	0.157143
распределялась	211115	222165	2.1	0.157143
распространившиеся	211116	222166	2.1	0.157143
распространит	211117	222167	2.1	0.157143
распустилась	211118	222168	2.1	0.157143
рассасывается	211119	222169	2.1	0.157143
рассекречен	211120	222170	2.1	0.157143
расспросили	211121	222171	2.1	0.157143
рассредоточенных	211122	222172	2.1	0.157143
рассудят	211123	222174	2.1	0.157143
рассыпала	211124	222175	2.1	0.157143
растерявшись	211125	222176	2.1	0.157143
растр	211126	222177	2.1	0.157143
растрат	211127	222178	2.1	0.157143
растрогал	211128	222179	2.1	0.157143
расширенному	211129	222180	2.1	0.157143
расшитый	211130	222181	2.1	0.157143
